cell,variant,embedder,traj_id,step_idx,n_steps,actor,d_a_sem,d_a_lex,d_a_gated,d_oA,d_oA_calibrated,d_oU,user_is_tool_turn,label_fail
qwen32B-int4_airline_50runs,baseline,bge-m3,4ecca480-4087-4c4c-b115-608f048464ce,16,26,agent,0.6763869524002075,0.20689655172413793,0.0,0.5141718089580536,-0.022301006317138716,,0,1
qwen32B-int4_airline_50runs,baseline,bge-m3,4ecca480-4087-4c4c-b115-608f048464ce,17,26,tool,,,,,,,0,1
qwen32B-int4_airline_50runs,baseline,bge-m3,4ecca480-4087-4c4c-b115-608f048464ce,18,26,agent,0.6062039136886597,0.2631578947368421,0.0,,,,0,1
qwen32B-int4_airline_50runs,baseline,bge-m3,4ecca480-4087-4c4c-b115-608f048464ce,19,26,user,,,,,,0.28063786029815674,0,1
qwen32B-int4_airline_50runs,baseline,bge-m3,4ecca480-4087-4c4c-b115-608f048464ce,20,26,agent,0.5176748037338257,0.014084507042253521,0.0,0.44988900423049927,-0.056046128273010254,,0,1
qwen32B-int4_airline_50runs,baseline,bge-m3,4ecca480-4087-4c4c-b115-608f048464ce,21,26,tool,,,,,,,0,1
qwen32B-int4_airline_50runs,baseline,bge-m3,4ecca480-4087-4c4c-b115-608f048464ce,22,26,agent,0.7544381022453308,0.4117647058823529,0.0,0.26992493867874146,-0.21145253181457518,,0,1
qwen32B-int4_airline_50runs,baseline,bge-m3,4ecca480-4087-4c4c-b115-608f048464ce,23,26,tool,,,,,,,0,1
qwen32B-int4_airline_50runs,baseline,bge-m3,4ecca480-4087-4c4c-b115-608f048464ce,24,26,agent,0.5890703797340393,0.018518518518518517,0.0,,,,0,1
qwen32B-int4_airline_50runs,baseline,bge-m3,4ecca480-4087-4c4c-b115-608f048464ce,25,26,user,,,,,,0.23632580041885376,0,1
qwen32B-int4_airline_50runs,baseline,bge-m3,2ab60ea0-bad2-491e-887d-78a1a398f4ad,0,14,agent,,,,,,,0,0
qwen32B-int4_airline_50runs,baseline,bge-m3,2ab60ea0-bad2-491e-887d-78a1a398f4ad,1,14,user,,,,,,0.5266838669776917,0,0
qwen32B-int4_airline_50runs,baseline,bge-m3,2ab60ea0-bad2-491e-887d-78a1a398f4ad,2,14,agent,0.4904436469078064,0.0,0.0,0.49667173624038696,-0.028887704014778137,,0,0
qwen32B-int4_airline_50runs,baseline,bge-m3,2ab60ea0-bad2-491e-887d-78a1a398f4ad,3,14,tool,,,,,,,0,0
qwen32B-int4_airline_50runs,baseline,bge-m3,2ab60ea0-bad2-491e-887d-78a1a398f4ad,4,14,agent,0.4132334589958191,0.05,0.0,,,,0,0
qwen32B-int4_airline_50runs,baseline,bge-m3,2ab60ea0-bad2-491e-887d-78a1a398f4ad,5,14,user,,,,,,0.26348578929901123,0,0
qwen32B-int4_airline_50runs,baseline,bge-m3,2ab60ea0-bad2-491e-887d-78a1a398f4ad,6,14,agent,0.8216418623924255,0.4666666666666667,0.0,0.3751479983329773,-0.13417671620845795,,0,0
